Bank Number	Index within I/O Bank (1)	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	Dedicated Tx/Rx Channel	Soft CDR Support	UF45	DQS for X4	DQS for X8/X9	DQS for X16/X18	DQS for X32/X36
4C			"GXBR4C_RX_CH4n,GXBR4C_REFCLK4n"					BB6				
4C			"GXBR4C_RX_CH4p,GXBR4C_REFCLK4p"					BB5				
4C			GXBR4C_TX_CH3n					BB2				
4C			GXBR4C_TX_CH3p					BB1				
4C			"GXBR4C_RX_CH3n,GXBR4C_REFCLK3n"					BA8				
4C			"GXBR4C_RX_CH3p,GXBR4C_REFCLK3p"					BA7				
4C			GXBR4C_TX_CH2n					BC4				
4C			GXBR4C_TX_CH2p					BC3				
4C			"GXBR4C_RX_CH2n,GXBR4C_REFCLK2n"					AY10				
4C			"GXBR4C_RX_CH2p,GXBR4C_REFCLK2p"					AY9				
4C			GXBR4C_TX_CH1n					BD6				
4C			GXBR4C_TX_CH1p					BD5				
4C			"GXBR4C_RX_CH1n,GXBR4C_REFCLK1n"					BC8				
4C			"GXBR4C_RX_CH1p,GXBR4C_REFCLK1p"					BC7				
4C			GXBR4C_TX_CH0n					BD10				
4C			GXBR4C_TX_CH0p					BD9				
4C			"GXBR4C_RX_CH0n,GXBR4C_REFCLK0n"					BB10				
4C			"GXBR4C_RX_CH0p,GXBR4C_REFCLK0p"					BB9				
4C			REFCLK_GXBR4C_CHBp					AV9				
4C			REFCLK_GXBR4C_CHBn					AV10				
			GND					AL31				
CSS			TDO		TDO			AM29				
CSS			TMS		TMS			AG31				
CSS			TRST		TRST			AH31				
CSS			TCK		TCK			AJ31				
CSS			TDI		TDI			AK18				
CSS			MSEL0		MSEL0			AM21				
CSS			MSEL1		MSEL1			AL20				
CSS			MSEL2		MSEL2			AK20				
CSS			nIO_PULLUP		nIO_PULLUP			AM31				
CSS			nSTATUS		nSTATUS			AP29				
CSS			CONF_DONE		CONF_DONE			AN29				
			GND					AM30				
CSS			nCONFIG		nCONFIG			AL30				
CSS			nCE		nCE			AK19				
CSS			nCSO0		nCSO0			AL23				
CSS			nCSO1		nCSO1			AK23				
CSS			nCSO2		nCSO2			AK24				
CSS			"AS_DATA0,ASDO"		"AS_DATA0,ASDO"			AL28				
CSS			AS_DATA1		AS_DATA1			AL27				
CSS			AS_DATA2		AS_DATA2			AK28				
CSS			AS_DATA3		AS_DATA3			AK27				
CSS			DCLK		DCLK			AK29				
			ADCGND					T18				
			GND					A10				
			GND					A13				
			GND					A15				
			GND					A19				
			GND					A2				
			GND					A24				
			GND					A30				
			GND					A32				
			GND					A35				
			GND					A36				
			GND					A39				
			GND					A40				
			GND					A43				
			GND					A5				
			GND					A6				
			GND					A9				
			GND					AA1				
			GND					AA11				
			GND					AA14				
			GND					AA19				
			GND					AA2				
			GND					AA24				
			GND					AA29				
			GND					AA34				
			GND					AA39				
			GND					AA40				
			GND					AA43				
			GND					AA44				
			GND					AA5				
			GND					AA6				
			GND					AB11				
			GND					AB17				
			GND					AB22				
			GND					AB27				
			GND					AB3				
			GND					AB34				
			GND					AB37				
			GND					AB38				
			GND					AB4				
			GND					AB41				
			GND					AB42				
			GND					AB7				
			GND					AB8				
			GND					AC1				
			GND					AC12				
			GND					AC15				
			GND					AC2				
			GND					AC20				
			GND					AC25				
			GND					AC30				
			GND					AC33				
			GND					AC39				
			GND					AC40				
			GND					AC43				
			GND					AC44				
			GND					AC5				
			GND					AC6				
			GND					AD11				
			GND					AD18				
			GND					AD23				
			GND					AD28				
			GND					AD3				
			GND					AD32				
			GND					AD33				
			GND					AD34				
			GND					AD37				
			GND					AD38				
			GND					AD4				
			GND					AD41				
			GND					AD42				
			GND					AD7				
			GND					AD8				
			GND					AE1				
			GND					AE11				
			GND					AE16				
			GND					AE2				
			GND					AE21				
			GND					AE26				
			GND					AE31				
			GND					AE34				
			GND					AE39				
			GND					AE40				
			GND					AE43				
			GND					AE44				
			GND					AE5				
			GND					AE6				
			GND					AF11				
			GND					AF13				
			GND					AF14				
			GND					AF19				
			GND					AF24				
			GND					AF29				
			GND					AF3				
			GND					AF34				
			GND					AF37				
			GND					AF38				
			GND					AF4				
			GND					AF41				
			GND					AF42				
			GND					AF7				
			GND					AF8				
			GND					AG1				
			GND					AG12				
			GND					AG13				
			GND					AG18				
			GND					AG2				
			GND					AG22				
			GND					AG27				
			GND					AG33				
			GND					AG39				
			GND					AG40				
			GND					AG43				
			GND					AG44				
			GND					AG5				
			GND					AG6				
			GND					AH11				
			GND					AH15				
			GND					AH20				
			GND					AH25				
			GND					AH3				
			GND					AH30				
			GND					AH33				
			GND					AH34				
			GND					AH37				
			GND					AH38				
			GND					AH4				
			GND					AH41				
			GND					AH42				
			GND					AH7				
			GND					AH8				
			GND					AJ1				
			GND					AJ11				
			GND					AJ13				
			GND					AJ18				
			GND					AJ2				
			GND					AJ23				
			GND					AJ28				
			GND					AJ34				
			GND					AJ39				
			GND					AJ40				
			GND					AJ43				
			GND					AJ44				
			GND					AJ5				
			GND					AJ6				
			GND					AK11				
			GND					AK21				
			GND					AK26				
			GND					AK3				
			GND					AK34				
			GND					AK37				
			GND					AK38				
			GND					AK4				
			GND					AK41				
			GND					AK42				
			GND					AK7				
			GND					AK8				
			GND					AL1				
			GND					AL12				
			GND					AL19				
			GND					AL2				
			GND					AL24				
			GND					AL33				
			GND					AL39				
			GND					AL40				
			GND					AL43				
			GND					AL44				
			GND					AL5				
			GND					AL6				
			GND					AM11				
			GND					AM27				
			GND					AM3				
			GND					AM32				
			GND					AM34				
			GND					AM37				
			GND					AM38				
			GND					AM4				
			GND					AM41				
			GND					AM42				
			GND					AM7				
			GND					AM8				
			GND					AN1				
			GND					AN11				
			GND					AN2				
			GND					AN20				
			GND					AN34				
			GND					AN39				
			GND					AN40				
			GND					AN43				
			GND					AN44				
			GND					AN5				
			GND					AN6				
			GND					AP11				
			GND					AP13				
			GND					AP3				
			GND					AP34				
			GND					AP37				
			GND					AP38				
			GND					AP4				
			GND					AP41				
			GND					AP42				
			GND					AP7				
			GND					AP8				
			GND					AR1				
			GND					AR12				
			GND					AR2				
			GND					AR31				
			GND					AR33				
			GND					AR39				
			GND					AR40				
			GND					AR43				
			GND					AR44				
			GND					AR5				
			GND					AR6				
			GND					AT11				
			GND					AT14				
			GND					AT19				
			GND					AT24				
			GND					AT29				
			GND					AT3				
			GND					AT34				
			GND					AT37				
			GND					AT38				
			GND					AT4				
			GND					AT41				
			GND					AT42				
			GND					AT7				
			GND					AT8				
			GND					AU1				
			GND					AU11				
			GND					AU17				
			GND					AU2				
			GND					AU22				
			GND					AU27				
			GND					AU32				
			GND					AU34				
			GND					AU39				
			GND					AU40				
			GND					AU43				
			GND					AU44				
			GND					AU5				
			GND					AU6				
			GND					AV11				
			GND					AV15				
			GND					AV20				
			GND					AV25				
			GND					AV3				
			GND					AV30				
			GND					AV34				
			GND					AV37				
			GND					AV38				
			GND					AV4				
			GND					AV41				
			GND					AV42				
			GND					AV7				
			GND					AV8				
			GND					AW1				
			GND					AW10				
			GND					AW11				
			GND					AW13				
			GND					AW18				
			GND					AW2				
			GND					AW23				
			GND					AW28				
			GND					AW34				
			GND					AW35				
			GND					AW36				
			GND					AW39				
			GND					AW40				
			GND					AW43				
			GND					AW44				
			GND					AW5				
			GND					AW6				
			GND					AW9				
			GND					AY11				
			GND					AY16				
			GND					AY21				
			GND					AY26				
			GND					AY3				
			GND					AY31				
			GND					AY34				
			GND					AY37				
			GND					AY38				
			GND					AY4				
			GND					AY41				
			GND					AY42				
			GND					AY7				
			GND					AY8				
			GND					B11				
			GND					B12				
			GND					B13				
			GND					B14				
			GND					B15				
			GND					B17				
			GND					B22				
			GND					B27				
			GND					B3				
			GND					B30				
			GND					B31				
			GND					B32				
			GND					B33				
			GND					B34				
			GND					B37				
			GND					B38				
			GND					B4				
			GND					B41				
			GND					B42				
			GND					B7				
			GND					B8				
			GND					BA1				
			GND					BA10				
			GND					BA11				
			GND					BA14				
			GND					BA19				
			GND					BA2				
			GND					BA24				
			GND					BA29				
			GND					BA34				
			GND					BA35				
			GND					BA36				
			GND					BA39				
			GND					BA40				
			GND					BA43				
			GND					BA44				
			GND					BA5				
			GND					BA6				
			GND					BA9				
			GND					BB11				
			GND					BB12				
			GND					BB17				
			GND					BB22				
			GND					BB27				
			GND					BB3				
			GND					BB32				
			GND					BB34				
			GND					BB37				
			GND					BB38				
			GND					BB4				
			GND					BB41				
			GND					BB42				
			GND					BB7				
			GND					BB8				
			GND					BC1				
			GND					BC10				
			GND					BC11				
			GND					BC15				
			GND					BC2				
			GND					BC20				
			GND					BC25				
			GND					BC30				
			GND					BC34				
			GND					BC35				
			GND					BC36				
			GND					BC39				
			GND					BC40				
			GND					BC43				
			GND					BC44				
			GND					BC5				
			GND					BC6				
			GND					BC9				
			GND					BD11				
			GND					BD13				
			GND					BD18				
			GND					BD2				
			GND					BD23				
			GND					BD28				
			GND					BD3				
			GND					BD32				
			GND					BD34				
			GND					BD37				
			GND					BD38				
			GND					BD4				
			GND					BD41				
			GND					BD42				
			GND					BD43				
			GND					BD7				
			GND					BD8				
			GND					C1				
			GND					C10				
			GND					C13				
			GND					C15				
			GND					C2				
			GND					C20				
			GND					C25				
			GND					C30				
			GND					C32				
			GND					C35				
			GND					C36				
			GND					C39				
			GND					C40				
			GND					C43				
			GND					C44				
			GND					C5				
			GND					C6				
			GND					C9				
			GND					D11				
			GND					D12				
			GND					D13				
			GND					D18				
			GND					D23				
			GND					D28				
			GND					D3				
			GND					D32				
			GND					D33				
			GND					D34				
			GND					D37				
			GND					D38				
			GND					D4				
			GND					D41				
			GND					D42				
			GND					D7				
			GND					D8				
			GND					E1				
			GND					E10				
			GND					E13				
			GND					E16				
			GND					E2				
			GND					E21				
			GND					E26				
			GND					E31				
			GND					E32				
			GND					E35				
			GND					E36				
			GND					E39				
			GND					E40				
			GND					E43				
			GND					E44				
			GND					E5				
			GND					E6				
			GND					E9				
			GND					F11				
			GND					F12				
			GND					F13				
			GND					F19				
			GND					F24				
			GND					F29				
			GND					F3				
			GND					F32				
			GND					F33				
			GND					F34				
			GND					F37				
			GND					F38				
			GND					F4				
			GND					F41				
			GND					F42				
			GND					F7				
			GND					F8				
			GND					G1				
			GND					G12				
			GND					G17				
			GND					G2				
			GND					G22				
			GND					G27				
			GND					G33				
			GND					G39				
			GND					G40				
			GND					G43				
			GND					G44				
			GND					G5				
			GND					G6				
			GND					H11				
			GND					H15				
			GND					H20				
			GND					H25				
			GND					H3				
			GND					H30				
			GND					H34				
			GND					H37				
			GND					H38				
			GND					H4				
			GND					H41				
			GND					H42				
			GND					H7				
			GND					H8				
			GND					J1				
			GND					J11				
			GND					J13				
			GND					J18				
			GND					J2				
			GND					J23				
			GND					J28				
			GND					J34				
			GND					J39				
			GND					J40				
			GND					J43				
			GND					J44				
			GND					J5				
			GND					J6				
			GND					K11				
			GND					K16				
			GND					K26				
			GND					K3				
			GND					K31				
			GND					K34				
			GND					K37				
			GND					K38				
			GND					K4				
			GND					K41				
			GND					K42				
			GND					K7				
			GND					K8				
			GND					L1				
			GND					L12				
			GND					L14				
			GND					L19				
			GND					L2				
			GND					L29				
			GND					L33				
			GND					L39				
			GND					L40				
			GND					L43				
			GND					L44				
			GND					L5				
			GND					L6				
			GND					M11				
			GND					M17				
			GND					M3				
			GND					M32				
			GND					M34				
			GND					M37				
			GND					M38				
			GND					M4				
			GND					M41				
			GND					M42				
			GND					M7				
			GND					M8				
			GND					N1				
			GND					N11				
			GND					N2				
			GND					N34				
			GND					N39				
			GND					N40				
			GND					N43				
			GND					N44				
			GND					N5				
			GND					N6				
			GND					P11				
			GND					P13				
			GND					P18				
			GND					P3				
			GND					P34				
			GND					P37				
			GND					P38				
			GND					P4				
			GND					P41				
			GND					P42				
			GND					P7				
			GND					P8				
			GND					R1				
			GND					R12				
			GND					R2				
			GND					R21				
			GND					R33				
			GND					R39				
			GND					R40				
			GND					R43				
			GND					R44				
			GND					R5				
			GND					R6				
			GND					T11				
			GND					T19				
			GND					T24				
			GND					T3				
			GND					T34				
			GND					T37				
			GND					T38				
			GND					T4				
			GND					T41				
			GND					T42				
			GND					T7				
			GND					T8				
			GND					U1				
			GND					U11				
			GND					U17				
			GND					U2				
			GND					U22				
			GND					U27				
			GND					U32				
			GND					U34				
			GND					U39				
			GND					U40				
			GND					U43				
			GND					U44				
			GND					U5				
			GND					U6				
			GND					V11				
			GND					V15				
			GND					V20				
			GND					V25				
			GND					V3				
			GND					V30				
			GND					V34				
			GND					V37				
			GND					V38				
			GND					V4				
			GND					V41				
			GND					V42				
			GND					V7				
			GND					V8				
			GND					W1				
			GND					W12				
			GND					W13				
			GND					W18				
			GND					W2				
			GND					W23				
			GND					W28				
			GND					W33				
			GND					W39				
			GND					W40				
			GND					W43				
			GND					W44				
			GND					W5				
			GND					W6				
			GND					Y11				
			GND					Y16				
			GND					Y21				
			GND					Y26				
			GND					Y3				
			GND					Y31				
			GND					Y34				
			GND					Y37				
			GND					Y38				
			GND					Y4				
			GND					Y41				
			GND					Y42				
			GND					Y7				
			GND					Y8				
			GNDSENSE					AE23				
			VCC					AA15				
			VCC					AA16				
			VCC					AA17				
			VCC					AA18				
			VCC					AA20				
			VCC					AA21				
			VCC					AA25				
			VCC					AA26				
			VCC					AA27				
			VCC					AA28				
			VCC					AA30				
			VCC					AA31				
			VCC					AB14				
			VCC					AB15				
			VCC					AB20				
			VCC					AB24				
			VCC					AB29				
			VCC					AB30				
			VCC					AB31				
			VCC					AC14				
			VCC					AC16				
			VCC					AC17				
			VCC					AC18				
			VCC					AC19				
			VCC					AC21				
			VCC					AC22				
			VCC					AC23				
			VCC					AC24				
			VCC					AC26				
			VCC					AC27				
			VCC					AC28				
			VCC					AC29				
			VCC					AC31				
			VCC					AD14				
			VCC					AD15				
			VCC					AD16				
			VCC					AD17				
			VCC					AD19				
			VCC					AD20				
			VCC					AD21				
			VCC					AD22				
			VCC					AD24				
			VCC					AD25				
			VCC					AD26				
			VCC					AD27				
			VCC					AD29				
			VCC					AD30				
			VCC					AD31				
			VCC					AE14				
			VCC					AE15				
			VCC					AE17				
			VCC					AE18				
			VCC					AE19				
			VCC					AE20				
			VCC					AE24				
			VCC					AE25				
			VCC					AE27				
			VCC					AE28				
			VCC					AE29				
			VCC					AE30				
			VCC					AF15				
			VCC					AF16				
			VCC					AF17				
			VCC					AF22				
			VCC					AF23				
			VCC					AF28				
			VCC					AF30				
			VCC					AG15				
			VCC					AG23				
			VCC					AG24				
			VCC					AG25				
			VCC					AG30				
			VCC					AH16				
			VCC					AH17				
			VCC					AH18				
			VCC					AH19				
			VCC					AH21				
			VCC					AH22				
			VCC					AH23				
			VCC					AH24				
			VCC					AH26				
			VCC					AH27				
			VCC					AH28				
			VCC					AH29				
			VCC					AJ15				
			VCC					AJ16				
			VCC					AJ17				
			VCC					AJ19				
			VCC					AJ20				
			VCC					AJ21				
			VCC					AJ22				
			VCC					AJ24				
			VCC					AJ25				
			VCC					AJ26				
			VCC					AJ27				
			VCC					AJ29				
			VCC					AJ30				
			VCC					AK17				
			VCC					AK30				
			VCC					R15				
			VCC					T15				
			VCC					T16				
			VCC					T17				
			VCC					T21				
			VCC					T22				
			VCC					T27				
			VCC					T28				
			VCC					T30				
			VCC					U15				
			VCC					U16				
			VCC					U18				
			VCC					U19				
			VCC					U20				
			VCC					U21				
			VCC					U23				
			VCC					U24				
			VCC					U25				
			VCC					U26				
			VCC					U28				
			VCC					U29				
			VCC					U30				
			VCC					V18				
			VCC					V21				
			VCC					V22				
			VCC					V27				
			VCC					W14				
			VCC					W15				
			VCC					W16				
			VCC					W17				
			VCC					W22				
			VCC					W27				
			VCC					W29				
			VCC					W30				
			VCC					Y14				
			VCC					Y15				
			VCC					Y17				
			VCC					Y18				
			VCC					Y19				
			VCC					Y20				
			VCC					Y22				
			VCC					Y23				
			VCC					Y24				
			VCC					Y25				
			VCC					Y27				
			VCC					Y28				
			VCC					Y29				
			VCC					Y30				
			VCCPT					AF18				
			VCCPT					AF20				
			VCCPT					AF21				
			VCCPT					AF25				
			VCCPT					AF26				
			VCCPT					AF27				
			VCCPT					W19				
			VCCPT					W20				
			VCCPT					W21				
			VCCPT					W24				
			VCCPT					W25				
			VCCPT					W26				
			DNU					BC33				
			DNU					BC32				
			DNU					BC13				
			DNU					BC12				
			DNU					AL25				
			DNU					AK25				
			DNU					AM26				
			VCCPGM					AL21				
			VCCPGM					AL22				
			TEMPDIODEn					K19				
			TEMPDIODEp					J19				
			VCCBAT					AK22				
			VCCA_PLL					AA22				
			VCCA_PLL					AA23				
			VCCIO2A					AK31				
			VCCIO2A					AL29				
			VCCIO2A					AN30				
			VCCIO2I					K21				
			VCCIO2I					M22				
			VCCIO2I					N20				
			VCCIO2J					N30				
			VCCIO2J					R31				
			VCCIO2J					T29				
			VCCIO2K					M27				
			VCCIO2K					P28				
			VCCIO2K					R26				
			VCCIO2L					L24				
			VCCIO2L					N25				
			VCCIO2L					P23				
			VCCIO3A					AN25				
			VCCIO3A					AP28				
			VCCIO3A					AR26				
			VCCIO3B					AM22				
			VCCIO3B					AP23				
			VCCIO3B					AR21				
			VCCIO3C					AM17				
			VCCIO3C					AP18				
			VCCIO3C					AR16				
			VCCIO3D					AK16				
			VCCIO3D					AL14				
			VCCIO3D					AN15				
			VCCIO3E					N15				
			VCCIO3E					R16				
			VCCIO3E					T14				
2A		VREFB2AN0	VREFB2AN0					AF31				
2I		VREFB2IN0	VREFB2IN0					T20				
2J		VREFB2JN0	VREFB2JN0					V32				
2K		VREFB2KN0	VREFB2KN0					M29				
2L		VREFB2LN0	VREFB2LN0					T25				
3A		VREFB3AN0	VREFB3AN0					AL26				
3B		VREFB3BN0	VREFB3BN0					AM20				
3C		VREFB3CN0	VREFB3CN0					AL18				
3D		VREFB3DN0	VREFB3DN0					AG14				
3E		VREFB3EN0	VREFB3EN0					V13				
			VREFN_ADC					N19				
			VREFP_ADC					M19				
			NC					C14				
			NC					D14				
			NC					D15				
			NC					E14				
			NC					E15				
			NC					F14				
			NC					F15				
			NC					F16				
			NC					G14				
			NC					G15				
			NC					G16				
			NC					G18				
			NC					H16				
			NC					H17				
			NC					H18				
			NC					J16				
			NC					J17				
			NC					K17				
			NC					K18				
			NC					L17				
			NC					L18				
			NC					M18				
			NC					N17				
			NC					N18				
			NC					P17				
			VCCH_GXBL					AC34				
			VCCH_GXBL					AG34				
			VCCH_GXBL					AL34				
			VCCH_GXBL					AR34				
			VCCH_GXBL					G34				
			VCCH_GXBL					L34				
			VCCH_GXBL					R34				
			VCCH_GXBL					W34				
			VCCH_GXBR					AC11				
			VCCH_GXBR					AG11				
			VCCH_GXBR					AL11				
			VCCH_GXBR					AR11				
			VCCH_GXBR					G11				
			VCCH_GXBR					L11				
			VCCH_GXBR					R11				
			VCCH_GXBR					W11				
			VCCR_GXBL1C					AU35				
			VCCR_GXBL1C					AU36				
			VCCR_GXBL1D					AN35				
			VCCR_GXBL1D					AN36				
			VCCR_GXBL1E					AJ35				
			VCCR_GXBL1E					AJ36				
			VCCR_GXBL1F					AE35				
			VCCR_GXBL1F					AE36				
			VCCR_GXBL1G					AA35				
			VCCR_GXBL1G					AA36				
			VCCR_GXBL1H					U35				
			VCCR_GXBL1H					U36				
			VCCR_GXBL1I					N35				
			VCCR_GXBL1I					N36				
			VCCR_GXBL1J					J35				
			VCCR_GXBL1J					J36				
			VCCR_GXBR4C					AU10				
			VCCR_GXBR4C					AU9				
			VCCR_GXBR4D					AN10				
			VCCR_GXBR4D					AN9				
			VCCR_GXBR4E					AJ10				
			VCCR_GXBR4E					AJ9				
			VCCR_GXBR4F					AE10				
			VCCR_GXBR4F					AE9				
			VCCR_GXBR4G					AA10				
			VCCR_GXBR4G					AA9				
			VCCR_GXBR4H					U10				
			VCCR_GXBR4H					U9				
			VCCR_GXBR4I					N10				
			VCCR_GXBR4I					N9				
			VCCR_GXBR4J					J10				
			VCCR_GXBR4J					J9				
			VCCT_GXBL1C					AR35				
			VCCT_GXBL1C					AR36				
			VCCT_GXBL1D					AL35				
			VCCT_GXBL1D					AL36				
			VCCT_GXBL1E					AG35				
			VCCT_GXBL1E					AG36				
			VCCT_GXBL1F					AC35				
			VCCT_GXBL1F					AC36				
			VCCT_GXBL1G					W35				
			VCCT_GXBL1G					W36				
			VCCT_GXBL1H					R35				
			VCCT_GXBL1H					R36				
			VCCT_GXBL1I					L35				
			VCCT_GXBL1I					L36				
			VCCT_GXBL1J					G35				
			VCCT_GXBL1J					G36				
			VCCT_GXBR4C					AR10				
			VCCT_GXBR4C					AR9				
			VCCT_GXBR4D					AL10				
			VCCT_GXBR4D					AL9				
			VCCT_GXBR4E					AG10				
			VCCT_GXBR4E					AG9				
			VCCT_GXBR4F					AC10				
			VCCT_GXBR4F					AC9				
			VCCT_GXBR4G					W10				
			VCCT_GXBR4G					W9				
			VCCT_GXBR4H					R10				
			VCCT_GXBR4H					R9				
			VCCT_GXBR4I					L10				
			VCCT_GXBR4I					L9				
			VCCT_GXBR4J					G10				
			VCCT_GXBR4J					G9				
			RREF_BL					BD33				
			RREF_BR					BD12				
			RREF_TL					A31				
			RREF_TR					A14				
			VCCERAM					AB16				
			VCCERAM					AB18				
			VCCERAM					AB19				
			VCCERAM					AB21				
			VCCERAM					AB23				
			VCCERAM					AB25				
			VCCERAM					AB26				
			VCCERAM					AB28				
			VCCLSENSE					AE22				
			VCCP					AG16				
			VCCP					AG17				
			VCCP					AG19				
			VCCP					AG20				
			VCCP					AG21				
			VCCP					AG26				
			VCCP					AG28				
			VCCP					AG29				
			VCCP					V16				
			VCCP					V17				
			VCCP					V19				
			VCCP					V23				
			VCCP					V24				
			VCCP					V26				
			VCCP					V28				
			VCCP					V29				
			VSIGN_0					P19				
			VSIGN_1					R18				
			VSIGP_0					R19				
			VSIGP_1					R17				
Note:												
"(1) For more information about the external memory interface schemes of the pins with indices, refer to the"												
Arria10EMIF.xls												
