Bank Number	Index within I/O Bank (1)	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	HPS Function (2)	Non-Dedicated Tx/Rx Channel	Dedicated Tx/Rx Channel	Soft CDR Support	NF40	DQS for X4	DQS for X8/X9	DQS for X16/X18	DQS for X32/X36
3B	42	VREFB3BN0	IO					LVDS3B_3p	No	AG12	DQ112	DQ56	DQ28	DQ14
3B	41	VREFB3BN0	IO					LVDS3B_4n	Yes	AG10	DQSn113	DQSn56/CQn56	DQ28	DQ14
3B	40	VREFB3BN0	IO					LVDS3B_4p	Yes	AG9	DQS113	DQS56/CQ56	DQ28	DQ14
3B	39	VREFB3BN0	IO					LVDS3B_5n	No	AG11	DQ113	DQ56	DQ28	DQ14
3B	38	VREFB3BN0	IO					LVDS3B_5p	No	AH11	DQ113	DQ56	DQ28	DQ14
3B	37	VREFB3BN0	IO					LVDS3B_6n	Yes	AJ11	DQ113	DQ56	DQSn28/CQn28	DQ14
3B	36	VREFB3BN0	IO					LVDS3B_6p	Yes	AJ10	DQ113	DQ56	DQS28/CQ28	DQ14
3B	35	VREFB3BN0	IO					LVDS3B_7n	No	AK7	DQ114	DQ57	DQ28	DQ14
3B	34	VREFB3BN0	IO					LVDS3B_7p	No	AL7	DQ114	DQ57	DQ28	DQ14
3B	33	VREFB3BN0	IO					LVDS3B_8n	Yes	AM6	DQSn114	DQ57	DQ28	DQ14
3B	32	VREFB3BN0	IO					LVDS3B_8p	Yes	AN6	DQS114	DQ57	DQ28	DQ14
3B	31	VREFB3BN0	IO					LVDS3B_9n	No	AK8	DQ114	DQ57	DQ28	DQ14
3B	30	VREFB3BN0	IO					LVDS3B_9p	No	AL8	DQ114	DQ57	DQ28	DQ14
3B	29	VREFB3BN0	IO	PLL_3B_CLKOUT1n				LVDS3B_10n	Yes	AM7	DQSn115	DQSn57/CQn57	DQ28	DQ14
3B	28	VREFB3BN0	IO	"PLL_3B_CLKOUT1p,PLL_3B_CLKOUT1,PLL_3B_FB1"				LVDS3B_10p	Yes	AN7	DQS115	DQS57/CQ57	DQ28	DQ14
3B	27	VREFB3BN0	IO					LVDS3B_11n	No	AM9	DQ115	DQ57	DQ28	DQ14
3B	26	VREFB3BN0	IO	RZQ_3B				LVDS3B_11p	No	AN8	DQ115	DQ57	DQ28	DQ14
3B	25	VREFB3BN0	IO	CLK_3B_1n				LVDS3B_12n	Yes	AK10	DQ115	DQ57	DQ28	DQ14
3B	24	VREFB3BN0	IO	CLK_3B_1p				LVDS3B_12p	Yes	AL9	DQ115	DQ57	DQ28	DQ14
3B	23	VREFB3BN0	IO	CLK_3B_0n				LVDS3B_13n	No	AM5	DQ116	DQ58	DQ29	DQ14
3B	22	VREFB3BN0	IO	CLK_3B_0p				LVDS3B_13p	No	AN4	DQ116	DQ58	DQ29	DQ14
3B	21	VREFB3BN0	IO					LVDS3B_14n	Yes	AP3	DQSn116	DQ58	DQ29	DQSn14/CQn14
3B	20	VREFB3BN0	IO					LVDS3B_14p	Yes	AR3	DQS116	DQ58	DQ29	DQS14/CQ14
3B	19	VREFB3BN0	IO	PLL_3B_CLKOUT0n				LVDS3B_15n	No	AP5	DQ116	DQ58	DQ29	DQ14
3B	18	VREFB3BN0	IO	"PLL_3B_CLKOUT0p,PLL_3B_CLKOUT0,PLL_3B_FB0"				LVDS3B_15p	No	AP4	DQ116	DQ58	DQ29	DQ14
3B	17	VREFB3BN0	IO					LVDS3B_16n	Yes	AP6	DQSn117	DQSn58/CQn58	DQ29	DQ14
3B	16	VREFB3BN0	IO					LVDS3B_16p	Yes	AR5	DQS117	DQS58/CQ58	DQ29	DQ14
3B	15	VREFB3BN0	IO					LVDS3B_17n	No	AU2	DQ117	DQ58	DQ29	DQ14
3B	14	VREFB3BN0	IO					LVDS3B_17p	No	AU1	DQ117	DQ58	DQ29	DQ14
3B	13	VREFB3BN0	IO					LVDS3B_18n	Yes	AT3	DQ117	DQ58	DQSn29/CQn29	DQ14
3B	12	VREFB3BN0	IO					LVDS3B_18p	Yes	AT2	DQ117	DQ58	DQS29/CQ29	DQ14
3B	11	VREFB3BN0	IO					LVDS3B_19n	No	AT5	DQ118	DQ59	DQ29	DQ14
3B	10	VREFB3BN0	IO					LVDS3B_19p	No	AT4	DQ118	DQ59	DQ29	DQ14
3B	9	VREFB3BN0	IO					LVDS3B_20n	Yes	AR7	DQSn118	DQ59	DQ29	DQ14
3B	8	VREFB3BN0	IO					LVDS3B_20p	Yes	AR6	DQS118	DQ59	DQ29	DQ14
3B	7	VREFB3BN0	IO					LVDS3B_21n	No	AU4	DQ118	DQ59	DQ29	DQ14
3B	6	VREFB3BN0	IO					LVDS3B_21p	No	AV4	DQ118	DQ59	DQ29	DQ14
3B	5	VREFB3BN0	IO					LVDS3B_22n	Yes	AV6	DQSn119	DQSn59/CQn59	DQ29	DQ14
3B	4	VREFB3BN0	IO					LVDS3B_22p	Yes	AW6	DQS119	DQS59/CQ59	DQ29	DQ14
3B	3	VREFB3BN0	IO					LVDS3B_23n	No	AU6	DQ119	DQ59	DQ29	DQ14
3B	2	VREFB3BN0	IO					LVDS3B_23p	No	AU5	DQ119	DQ59	DQ29	DQ14
3B	1	VREFB3BN0	IO					LVDS3B_24n	Yes	AW5	DQ119	DQ59	DQ29	DQ14
3B	0	VREFB3BN0	IO					LVDS3B_24p	Yes	AW4	DQ119	DQ59	DQ29	DQ14
3A	47	VREFB3AN0	IO					LVDS3A_1n	No	AU7	DQ120	DQ60	DQ30	DQ15
3A	46	VREFB3AN0	IO					LVDS3A_1p	No	AV7	DQ120	DQ60	DQ30	DQ15
3A	45	VREFB3AN0	IO					LVDS3A_2n	Yes	AT8	DQSn120	DQ60	DQ30	DQ15
3A	44	VREFB3AN0	IO					LVDS3A_2p	Yes	AT7	DQS120	DQ60	DQ30	DQ15
3A	43	VREFB3AN0	IO					LVDS3A_3n	No	AT10	DQ120	DQ60	DQ30	DQ15
3A	42	VREFB3AN0	IO					LVDS3A_3p	No	AT9	DQ120	DQ60	DQ30	DQ15
3A	41	VREFB3AN0	IO					LVDS3A_4n	Yes	AV8	DQSn121	DQSn60/CQn60	DQ30	DQ15
3A	40	VREFB3AN0	IO					LVDS3A_4p	Yes	AW8	DQS121	DQS60/CQ60	DQ30	DQ15
3A	39	VREFB3AN0	IO					LVDS3A_5n	No	AU9	DQ121	DQ60	DQ30	DQ15
3A	38	VREFB3AN0	IO					LVDS3A_5p	No	AV9	DQ121	DQ60	DQ30	DQ15
3A	37	VREFB3AN0	IO					LVDS3A_6n	Yes	AW10	DQ121	DQ60	DQSn30/CQn30	DQ15
3A	36	VREFB3AN0	IO					LVDS3A_6p	Yes	AW9	DQ121	DQ60	DQS30/CQ30	DQ15
3A	35	VREFB3AN0	IO					LVDS3A_7n	No	AP8	DQ122	DQ61	DQ30	DQ15
3A	34	VREFB3AN0	IO					LVDS3A_7p	No	AR8	DQ122	DQ61	DQ30	DQ15
3A	33	VREFB3AN0	IO					LVDS3A_8n	Yes	AU11	DQSn122	DQ61	DQ30	DQ15
3A	32	VREFB3AN0	IO					LVDS3A_8p	Yes	AU10	DQS122	DQ61	DQ30	DQ15
3A	31	VREFB3AN0	IO					LVDS3A_9n	No	AN9	DQ122	DQ61	DQ30	DQ15
3A	30	VREFB3AN0	IO					LVDS3A_9p	No	AP9	DQ122	DQ61	DQ30	DQ15
3A	29	VREFB3AN0	IO	PLL_3A_CLKOUT1n				LVDS3A_10n	Yes	AP10	DQSn123	DQSn61/CQn61	DQ30	DQ15
3A	28	VREFB3AN0	IO	"PLL_3A_CLKOUT1p,PLL_3A_CLKOUT1,PLL_3A_FB1"				LVDS3A_10p	Yes	AR10	DQS123	DQS61/CQ61	DQ30	DQ15
3A	27	VREFB3AN0	IO					LVDS3A_11n	No	AR12	DQ123	DQ61	DQ30	DQ15
3A	26	VREFB3AN0	IO	RZQ_3A				LVDS3A_11p	No	AT12	DQ123	DQ61	DQ30	DQ15
3A	25	VREFB3AN0	IO	CLK_3A_1n				LVDS3A_12n	Yes	AP11	DQ123	DQ61	DQ30	DQ15
3A	24	VREFB3AN0	IO	CLK_3A_1p				LVDS3A_12p	Yes	AR11	DQ123	DQ61	DQ30	DQ15
3A	23	VREFB3AN0	IO	CLK_3A_0n				LVDS3A_13n	No	AL10	DQ124	DQ62	DQ31	DQ15
3A	22	VREFB3AN0	IO	CLK_3A_0p				LVDS3A_13p	No	AM10	DQ124	DQ62	DQ31	DQ15
3A	21	VREFB3AN0	IO					LVDS3A_14n	Yes	AK12	DQSn124	DQ62	DQ31	DQSn15/CQn15
3A	20	VREFB3AN0	IO					LVDS3A_14p	Yes	AK11	DQS124	DQ62	DQ31	DQS15/CQ15
3A	19	VREFB3AN0	IO	PLL_3A_CLKOUT0n				LVDS3A_15n	No	AL12	DQ124	DQ62	DQ31	DQ15
3A	18	VREFB3AN0	IO	"PLL_3A_CLKOUT0p,PLL_3A_CLKOUT0,PLL_3A_FB0"				LVDS3A_15p	No	AM12	DQ124	DQ62	DQ31	DQ15
3A	17	VREFB3AN0	IO					LVDS3A_16n	Yes	AM11	DQSn125	DQSn62/CQn62	DQ31	DQ15
3A	16	VREFB3AN0	IO					LVDS3A_16p	Yes	AN11	DQS125	DQS62/CQ62	DQ31	DQ15
3A	15	VREFB3AN0	IO					LVDS3A_17n	No	AL14	DQ125	DQ62	DQ31	DQ15
3A	14	VREFB3AN0	IO					LVDS3A_17p	No	AL13	DQ125	DQ62	DQ31	DQ15
3A	13	VREFB3AN0	IO					LVDS3A_18n	Yes	AN13	DQ125	DQ62	DQSn31/CQn31	DQ15
3A	12	VREFB3AN0	IO					LVDS3A_18p	Yes	AN12	DQ125	DQ62	DQS31/CQ31	DQ15
3A	11	VREFB3AN0	IO					LVDS3A_19n	No	AJ15	DQ126	DQ63	DQ31	DQ15
3A	10	VREFB3AN0	IO					LVDS3A_19p	No	AK15	DQ126	DQ63	DQ31	DQ15
3A	9	VREFB3AN0	IO					LVDS3A_20n	Yes	AH13	DQSn126	DQ63	DQ31	DQ15
3A	8	VREFB3AN0	IO					LVDS3A_20p	Yes	AH12	DQS126	DQ63	DQ31	DQ15
3A	7	VREFB3AN0	IO					LVDS3A_21n	No	AJ13	DQ126	DQ63	DQ31	DQ15
3A	6	VREFB3AN0	IO					LVDS3A_21p	No	AK13	DQ126	DQ63	DQ31	DQ15
3A	5	VREFB3AN0	IO					LVDS3A_22n	Yes	AF14	DQSn127	DQSn63/CQn63	DQ31	DQ15
3A	4	VREFB3AN0	IO					LVDS3A_22p	Yes	AG14	DQS127	DQS63/CQ63	DQ31	DQ15
3A	3	VREFB3AN0	IO					LVDS3A_23n	No	AH14	DQ127	DQ63	DQ31	DQ15
3A	2	VREFB3AN0	IO					LVDS3A_23p	No	AJ14	DQ127	DQ63	DQ31	DQ15
3A	1	VREFB3AN0	IO					LVDS3A_24n	Yes	AF15	DQ127	DQ63	DQ31	DQ15
3A	0	VREFB3AN0	IO					LVDS3A_24p	Yes	AG15	DQ127	DQ63	DQ31	DQ15
			GND							AR15				
CSS			TDO		TDO					AW14				
CSS			TMS		TMS					AV13				
CSS			TRST		TRST					AR13				
CSS			TCK		TCK					AW15				
CSS			TDI		TDI					AL15				
CSS			MSEL0		MSEL0					AU15				
CSS			MSEL1		MSEL1					AP15				
CSS			MSEL2		MSEL2					AT15				
CSS			nIO_PULLUP		nIO_PULLUP					AT14				
CSS			nSTATUS		nSTATUS					AU12				
CSS			CONF_DONE		CONF_DONE					AT13				
			GND							AP14				
CSS			nCONFIG		nCONFIG					AM14				
CSS			nCE		nCE					AM15				
CSS			nCSO0		nCSO0					AU14				
CSS			nCSO1		nCSO1					AV12				
CSS			nCSO2		nCSO2					AV14				
CSS			"AS_DATA0,ASDO"		"AS_DATA0,ASDO"					AP13				
CSS			AS_DATA1		AS_DATA1					AW11				
CSS			AS_DATA2		AS_DATA2					AV11				
CSS			AS_DATA3		AS_DATA3					AW13				
CSS			DCLK		DCLK					AN14				
HPS			HPS_CLK1			HPS_CLK1				G15				
HPS			HPS_nPOR			HPS_nPOR				J15				
HPS			HPS_nRST			HPS_nRST				K15				
HPS			"GPIO2_IO0,NAND_ADQ0,SDMMC_DATA0,QSPI_CLK"			HPS_DEDICATED_4				E16				
HPS			"GPIO2_IO1,NAND_ADQ1,SDMMC_CMD,QSPI_IO0"			HPS_DEDICATED_5				H16				
HPS			"GPIO2_IO2,NAND_WE_N,SDMMC_CCLK,QSPI_SS0,BOOTSEL2"			BOOTSEL2/HPS_DEDICATED_6				K16				
HPS			"GPIO2_IO3,NAND_RE_N,SDMMC_DATA1,QSPI_IO1"			HPS_DEDICATED_7				G16				
HPS			"GPIO2_IO4,NAND_ADQ2,SDMMC_DATA2,QSPI_IO2_WPN"			HPS_DEDICATED_8				H17				
HPS			"GPIO2_IO5,NAND_ADQ3,SDMMC_DATA3,QSPI_IO3_HOLD"			HPS_DEDICATED_9				F15				
HPS			"GPIO2_IO6,NAND_CLE,SDMMC_PWR_ENA,SPIM0_SS1_N,SPIS0_MISO,BOOTSEL1"			BOOTSEL1/HPS_DEDICATED_10				L17				
HPS			"GPIO2_IO7,NAND_ALE,QSPI_SS1,SPIM0_CLK,BOOTSEL0"			BOOTSEL0/HPS_DEDICATED_11				N19				
HPS			"GPIO2_IO8,NAND_RB,UART1_TX,SDMMC_DATA4,SPIM0_MOSI,EMAC1_MDIO,I2C_EMAC1_SDA"			HPS_DEDICATED_12				M19				
HPS			"GPIO2_IO9,NAND_CE_N,UART1_RTS_N,SDMMC_DATA5,SPIM0_MISO,EMAC1_MDC,I2C_EMAC1_SCL"			HPS_DEDICATED_13				E15				
HPS			"GPIO2_IO10,NAND_ADQ4,UART1_CTS_N,SDMMC_DATA6,SPIM0_SS0_N,EMAC2_MDIO,I2C_EMAC2_SDA"			HPS_DEDICATED_14				J16				
HPS			"GPIO2_IO11,NAND_ADQ5,UART1_RX,SDMMC_DATA7,SPIS0_CLK,EMAC2_MDC,I2C_EMAC2_SCL"			HPS_DEDICATED_15				L18				
HPS			"GPIO2_IO12,NAND_ADQ6,UART1_TX,QSPI_SS2,SPIS0_MOSI,EMAC0_MDIO,I2C_EMAC0_SDA"			HPS_DEDICATED_16				M17				
HPS			"GPIO2_IO13,NAND_ADQ7,UART1_RX,QSPI_SS3,SPIS0_SS0_N,EMAC0_MDC,I2C_EMAC0_SCL"			HPS_DEDICATED_17				K17				
			ADCGND							B17				
			GND							A11				
			GND							A16				
			GND							A21				
			GND							A27				
			GND							A29				
			GND							A30				
			GND							A31				
			GND							A34				
			GND							A35				
			GND							A38				
			GND							A6				
			GND							AA1				
			GND							AA11				
			GND							AA17				
			GND							AA21				
			GND							AA26				
			GND							AA27				
			GND							AA30				
			GND							AA31				
			GND							AA34				
			GND							AA35				
			GND							AA38				
			GND							AA39				
			GND							AB13				
			GND							AB18				
			GND							AB23				
			GND							AB26				
			GND							AB27				
			GND							AB3				
			GND							AB32				
			GND							AB33				
			GND							AB36				
			GND							AB37				
			GND							AB8				
			GND							AC10				
			GND							AC15				
			GND							AC20				
			GND							AC22				
			GND							AC25				
			GND							AC27				
			GND							AC30				
			GND							AC31				
			GND							AC34				
			GND							AC35				
			GND							AC38				
			GND							AC39				
			GND							AD12				
			GND							AD2				
			GND							AD26				
			GND							AD32				
			GND							AD33				
			GND							AD36				
			GND							AD37				
			GND							AE19				
			GND							AE24				
			GND							AE26				
			GND							AE27				
			GND							AE30				
			GND							AE31				
			GND							AE34				
			GND							AE35				
			GND							AE38				
			GND							AE39				
			GND							AE4				
			GND							AE9				
			GND							AF1				
			GND							AF11				
			GND							AF16				
			GND							AF26				
			GND							AF27				
			GND							AF32				
			GND							AF33				
			GND							AF36				
			GND							AF37				
			GND							AF6				
			GND							AG13				
			GND							AG18				
			GND							AG23				
			GND							AG26				
			GND							AG27				
			GND							AG3				
			GND							AG30				
			GND							AG31				
			GND							AG34				
			GND							AG35				
			GND							AG38				
			GND							AG39				
			GND							AH10				
			GND							AH15				
			GND							AH20				
			GND							AH26				
			GND							AH32				
			GND							AH33				
			GND							AH36				
			GND							AH37				
			GND							AJ12				
			GND							AJ17				
			GND							AJ2				
			GND							AJ22				
			GND							AJ27				
			GND							AJ30				
			GND							AJ31				
			GND							AJ34				
			GND							AJ35				
			GND							AJ38				
			GND							AJ39				
			GND							AJ7				
			GND							AK27				
			GND							AK32				
			GND							AK33				
			GND							AK36				
			GND							AK37				
			GND							AK4				
			GND							AL1				
			GND							AL16				
			GND							AL27				
			GND							AL30				
			GND							AL31				
			GND							AL34				
			GND							AL35				
			GND							AL38				
			GND							AL39				
			GND							AM23				
			GND							AM26				
			GND							AM3				
			GND							AM32				
			GND							AM33				
			GND							AM36				
			GND							AM37				
			GND							AN10				
			GND							AN15				
			GND							AN20				
			GND							AN27				
			GND							AN30				
			GND							AN31				
			GND							AN34				
			GND							AN35				
			GND							AN38				
			GND							AN39				
			GND							AN5				
			GND							AP12				
			GND							AP2				
			GND							AP27				
			GND							AP32				
			GND							AP33				
			GND							AP36				
			GND							AP37				
			GND							AP7				
			GND							AR14				
			GND							AR19				
			GND							AR27				
			GND							AR30				
			GND							AR31				
			GND							AR34				
			GND							AR35				
			GND							AR38				
			GND							AR39				
			GND							AR4				
			GND							AR9				
			GND							AT1				
			GND							AT11				
			GND							AT16				
			GND							AT27				
			GND							AT28				
			GND							AT29				
			GND							AT32				
			GND							AT33				
			GND							AT36				
			GND							AT37				
			GND							AT6				
			GND							AU13				
			GND							AU18				
			GND							AU23				
			GND							AU29				
			GND							AU3				
			GND							AU30				
			GND							AU31				
			GND							AU34				
			GND							AU35				
			GND							AU38				
			GND							AU39				
			GND							AU8				
			GND							AV10				
			GND							AV15				
			GND							AV20				
			GND							AV25				
			GND							AV31				
			GND							AV32				
			GND							AV33				
			GND							AV36				
			GND							AV37				
			GND							AV5				
			GND							AW12				
			GND							AW17				
			GND							AW22				
			GND							AW27				
			GND							AW29				
			GND							AW31				
			GND							AW34				
			GND							AW35				
			GND							AW38				
			GND							AW7				
			GND							B13				
			GND							B18				
			GND							B2				
			GND							B23				
			GND							B25				
			GND							B27				
			GND							B28				
			GND							B29				
			GND							B3				
			GND							B32				
			GND							B33				
			GND							B36				
			GND							B37				
			GND							B8				
			GND							C10				
			GND							C15				
			GND							C20				
			GND							C27				
			GND							C28				
			GND							C29				
			GND							C30				
			GND							C31				
			GND							C34				
			GND							C35				
			GND							C38				
			GND							C39				
			GND							C5				
			GND							D12				
			GND							D17				
			GND							D2				
			GND							D22				
			GND							D26				
			GND							D32				
			GND							D33				
			GND							D36				
			GND							D37				
			GND							D7				
			GND							E14				
			GND							E19				
			GND							E27				
			GND							E30				
			GND							E31				
			GND							E34				
			GND							E35				
			GND							E38				
			GND							E39				
			GND							E4				
			GND							E9				
			GND							F1				
			GND							F11				
			GND							F16				
			GND							F21				
			GND							F27				
			GND							F32				
			GND							F33				
			GND							F36				
			GND							F37				
			GND							F6				
			GND							G18				
			GND							G23				
			GND							G27				
			GND							G3				
			GND							G30				
			GND							G31				
			GND							G34				
			GND							G35				
			GND							G38				
			GND							G39				
			GND							H10				
			GND							H15				
			GND							H26				
			GND							H32				
			GND							H33				
			GND							H36				
			GND							H37				
			GND							H5				
			GND							J17				
			GND							J2				
			GND							J27				
			GND							J30				
			GND							J31				
			GND							J34				
			GND							J35				
			GND							J38				
			GND							J39				
			GND							J7				
			GND							K27				
			GND							K32				
			GND							K33				
			GND							K36				
			GND							K37				
			GND							L1				
			GND							L16				
			GND							L21				
			GND							L27				
			GND							L30				
			GND							L31				
			GND							L34				
			GND							L35				
			GND							L38				
			GND							L39				
			GND							M13				
			GND							M18				
			GND							M23				
			GND							M26				
			GND							M3				
			GND							M32				
			GND							M33				
			GND							M36				
			GND							M37				
			GND							N10				
			GND							N15				
			GND							N21				
			GND							N26				
			GND							N27				
			GND							N30				
			GND							N31				
			GND							N34				
			GND							N35				
			GND							N38				
			GND							N39				
			GND							N5				
			GND							P12				
			GND							P17				
			GND							P2				
			GND							P26				
			GND							P27				
			GND							P32				
			GND							P33				
			GND							P36				
			GND							P37				
			GND							P7				
			GND							R19				
			GND							R24				
			GND							R26				
			GND							R27				
			GND							R30				
			GND							R31				
			GND							R34				
			GND							R35				
			GND							R38				
			GND							R39				
			GND							R9				
			GND							T1				
			GND							T11				
			GND							T16				
			GND							T21				
			GND							T26				
			GND							T32				
			GND							T33				
			GND							T36				
			GND							T37				
			GND							U13				
			GND							U18				
			GND							U23				
			GND							U27				
			GND							U3				
			GND							U30				
			GND							U31				
			GND							U34				
			GND							U35				
			GND							U38				
			GND							U39				
			GND							U8				
			GND							V10				
			GND							V15				
			GND							V20				
			GND							V25				
			GND							V26				
			GND							V27				
			GND							V32				
			GND							V33				
			GND							V36				
			GND							V37				
			GND							W12				
			GND							W17				
			GND							W2				
			GND							W22				
			GND							W26				
			GND							W27				
			GND							W30				
			GND							W31				
			GND							W34				
			GND							W35				
			GND							W38				
			GND							W39				
			GND							W7				
			GND							Y15				
			GND							Y19				
			GND							Y24				
			GND							Y26				
			GND							Y32				
			GND							Y33				
			GND							Y36				
			GND							Y37				
			GND							Y9				
			GNDSENSE							AA18				
			VCC							AA12				
			VCC							AA13				
			VCC							AA14				
			VCC							AA15				
			VCC							AA16				
			VCC							AA20				
			VCC							AA22				
			VCC							AA23				
			VCC							AA24				
			VCC							AA25				
			VCC							AB12				
			VCC							AB15				
			VCC							AB16				
			VCC							AB17				
			VCC							AB19				
			VCC							AB20				
			VCC							AB21				
			VCC							AB22				
			VCC							AB24				
			VCC							AB25				
			VCC							AC12				
			VCC							AC13				
			VCC							AC18				
			VCC							AC23				
			VCC							AC24				
			VCC							AC26				
			VCC							AD13				
			VCC							AD17				
			VCC							AD18				
			VCC							AD19				
			VCC							AD21				
			VCC							AD22				
			VCC							AD23				
			VCC							AE12				
			VCC							AE13				
			VCC							AE14				
			VCC							AE15				
			VCC							AE16				
			VCC							AE17				
			VCC							AE21				
			VCC							AE22				
			VCC							AE25				
			VCC							AF21				
			VCC							AF22				
			VCC							P21				
			VCC							P23				
			VCC							R12				
			VCC							R13				
			VCC							R14				
			VCC							R15				
			VCC							R16				
			VCC							R17				
			VCC							R20				
			VCC							R21				
			VCC							R22				
			VCC							R23				
			VCC							R25				
			VCC							T12				
			VCC							T13				
			VCC							T18				
			VCC							T22				
			VCC							T25				
			VCC							U12				
			VCC							U14				
			VCC							U19				
			VCC							U24				
			VCC							U25				
			VCC							U26				
			VCC							V12				
			VCC							V13				
			VCC							V14				
			VCC							V16				
			VCC							V17				
			VCC							V18				
			VCC							V19				
			VCC							V21				
			VCC							V22				
			VCC							V23				
			VCC							V24				
			VCC							W13				
			VCC							W14				
			VCC							W20				
			VCC							W21				
			VCC							W23				
			VCC							W24				
			VCC							W25				
			VCC							Y14				
			VCC							Y16				
			VCC							Y17				
			VCC							Y20				
			VCC							Y25				
			VCCPT							AB14				
			VCCPT							AC14				
			VCCPT							AC16				
			VCCPT							AC17				
			VCCPT							AC19				
			VCCPT							AC21				
			VCCPT							U15				
			VCCPT							U16				
			VCCPT							U17				
			VCCPT							U20				
			VCCPT							U21				
			VCCPT							U22				
			DNU							AV29				
			DNU							AV30				
			DNU							AG16				
			DNU							AG17				
			DNU							AF17				
			VCCPGM							AF18				
			VCCPGM							AF19				
			TEMPDIODEn							B16				
			TEMPDIODEp							C16				
			VCCBAT							AE18				
			VCCA_PLL							W18				
			VCCA_PLL							W19				
			VCCIO2A							AK19				
			VCCIO2A							AM18				
			VCCIO2A							AP17				
			VCCIO2I							AL21				
			VCCIO2I							AP22				
			VCCIO2I							AT21				
			VCCIO2J							AK24				
			VCCIO2J							AN25				
			VCCIO2J							AR24				
			VCCIO2K							E24				
			VCCIO2K							H25				
			VCCIO2K							K24				
			VCCIO2L							H20				
			VCCIO2L							J22				
			VCCIO2L							K19				
			VCCIO3A							AK14				
			VCCIO3A							AL11				
			VCCIO3A							AM13				
			VCCIO3B							AK9				
			VCCIO3B							AL6				
			VCCIO3B							AM8				
			VCCIO3C							AD7				
			VCCIO3C							AG8				
			VCCIO3C							AH5				
			VCCIO3D							AA6				
			VCCIO3D							AC5				
			VCCIO3D							Y4				
			VCCIO3E							R4				
			VCCIO3E							T6				
			VCCIO3E							V5				
			VCCIO3F							K4				
			VCCIO3F							L6				
			VCCIO3F							M8				
			VCCIO3G							G8				
			VCCIO3G							K9				
			VCCIO3G							L11				
			VCCIO3H							G13				
			VCCIO3H							J12				
			VCCIO3H							K14				
			VCCIOREF_HPS							N16				
			VCCIO_HPS							M16				
2A		VREFB2AN0	VREFB2AN0							AG19				
2I		VREFB2IN0	VREFB2IN0							AE23				
2J		VREFB2JN0	VREFB2JN0							AF23				
2K		VREFB2KN0	VREFB2KN0							P24				
2L		VREFB2LN0	VREFB2LN0							P22				
3A		VREFB3AN0	VREFB3AN0							AH16				
3B		VREFB3BN0	VREFB3BN0							AF13				
3C		VREFB3CN0	VREFB3CN0							AD11				
3D		VREFB3DN0	VREFB3DN0							Y11				
3E		VREFB3EN0	VREFB3EN0							W11				
3F		VREFB3FN0	VREFB3FN0							T10				
3G		VREFB3GN0	VREFB3GN0							P13				
3H		VREFB3HN0	VREFB3HN0							M15				
			VREFN_ADC							D15				
			VREFP_ADC							D16				
			NC							A2				
			NC							A3				
			NC							AE20				
			NC							AF20				
			NC							AG20				
			NC							AG21				
			NC							AG22				
			NC							AH21				
			NC							AH22				
			NC							AJ20				
			NC							AJ21				
			NC							AK20				
			NC							AK21				
			NC							AK22				
			NC							AV1				
			NC							AV2				
			NC							AV3				
			NC							AW2				
			NC							AW3				
			NC							B1				
			NC							P19				
			NC							W15				
			NC							W16				
			VCCH_GXBL							AD27				
			VCCH_GXBL							AH27				
			VCCH_GXBL							AM27				
			VCCH_GXBL							D27				
			VCCH_GXBL							H27				
			VCCH_GXBL							M27				
			VCCH_GXBL							T27				
			VCCH_GXBL							Y27				
			VCCR_GXBL1C							AP28				
			VCCR_GXBL1C							AP29				
			VCCR_GXBL1D							AK28				
			VCCR_GXBL1D							AK29				
			VCCR_GXBL1E							AF28				
			VCCR_GXBL1E							AF29				
			VCCR_GXBL1F							AB28				
			VCCR_GXBL1F							AB29				
			VCCR_GXBL1G							V28				
			VCCR_GXBL1G							V29				
			VCCR_GXBL1H							P28				
			VCCR_GXBL1H							P29				
			VCCR_GXBL1I							K28				
			VCCR_GXBL1I							K29				
			VCCR_GXBL1J							F28				
			VCCR_GXBL1J							F29				
			VCCT_GXBL1C							AM28				
			VCCT_GXBL1C							AM29				
			VCCT_GXBL1D							AH28				
			VCCT_GXBL1D							AH29				
			VCCT_GXBL1E							AD28				
			VCCT_GXBL1E							AD29				
			VCCT_GXBL1F							Y28				
			VCCT_GXBL1F							Y29				
			VCCT_GXBL1G							T28				
			VCCT_GXBL1G							T29				
			VCCT_GXBL1H							M28				
			VCCT_GXBL1H							M29				
			VCCT_GXBL1I							H28				
			VCCT_GXBL1I							H29				
			VCCT_GXBL1J							D28				
			VCCT_GXBL1J							D29				
			RREF_BL							AW30				
			RREF_TL							A28				
			VCCERAM							Y12				
			VCCERAM							Y13				
			VCCERAM							Y18				
			VCCERAM							Y21				
			VCCERAM							Y22				
			VCCERAM							Y23				
			VCCLSENSE							AA19				
			VCCL_HPS							N17				
			VCCL_HPS							P16				
			VCCL_HPS							P18				
			VCCL_HPS							R18				
			VCCP							AD14				
			VCCP							AD15				
			VCCP							AD16				
			VCCP							AD20				
			VCCP							AD24				
			VCCP							AD25				
			VCCP							T14				
			VCCP							T15				
			VCCP							T17				
			VCCP							T19				
			VCCP							T20				
			VCCP							T23				
			VCCP							T24				
			VCCPLL_HPS							N18				
			VSIGN_0							B15				
